stn    time           tre200dx  tre200dn  tre200d0
CGI    20180209            4.7       0.2       1.8
CGI    20180210            2.9      -0.4       1.3
CGI    20180211            4.3      -0.3       1.8
CGI    20180212            3.7      -1.9       1.2
CGI    20180213            1.5      -4.4      -1.3
CGI    20180214            3.8      -1.9       0.5
CGI    20180215            7.7       0.2       4.0
CGI    20180216            8.5       5.9       7.4
CGI    20180217            9.2       4.2       6.4
CGI    20180218            4.5       1.4       2.8
CGI    20180219            4.9       1.2       2.4
CGI    20180220            6.3      -0.2       2.7
CGI    20180221            1.4      -0.9       0.2
CGI    20180222            0.0      -1.5      -0.7
CGI    20180223            0.0      -1.5      -1.0
CGI    20180224            1.0      -1.5      -0.5
CGI    20180225           -0.5      -6.1      -2.9
CGI    20180226           -3.4      -9.4      -6.6
CGI    20180227           -4.3     -10.1      -7.7
CGI    20180228           -1.1      -9.8      -5.0
CGI    20180301            0.0      -5.6      -2.4
CGI    20180302            3.4      -6.6      -1.8
CGI    20180303            3.5      -3.2       0.9
CGI    20180304            4.2      -0.5       2.2
CGI    20180305            7.6       2.3       4.0
CGI    20180306            6.2       1.5       4.0
CGI    20180307            8.7       3.2       5.1
CGI    20180308           12.2       0.0       6.6
CGI    20180309           15.5       4.2       9.7
CGI    20180310           10.9       4.7       8.0
CGI    20180311            8.3       4.9       6.7
CGI    20180312           10.4       5.9       8.0
CGI    20180313            7.4       4.7       5.8
CGI    20180314           10.7       1.4       5.7
CGI    20180315            6.1       2.1       4.7
CGI    20180316           12.5       3.3       7.7
CGI    20180317            7.2       3.4       5.4
CGI    20180318            7.0       2.9       4.6
CGI    20180319            7.4       0.6       3.4
CGI    20180320            4.3      -0.3       1.5
CGI    20180321            4.3      -0.5       1.6
CGI    20180322            7.3      -0.7       2.8
CGI    20180323           10.4       2.0       5.4
CGI    20180324           11.9      -1.0       5.8
CGI    20180325           12.5       3.3       8.4
CGI    20180326           10.7       4.3       7.8
CGI    20180327            9.6       3.3       6.4
CGI    20180328           12.8       6.1       9.0
CGI    20180329           10.6       2.8       7.2
CGI    20180330            6.8       0.6       3.9
CGI    20180331            7.9       2.8       5.2
CGI    20180401           10.1       1.3       5.2
CGI    20180402           10.7      -0.4       6.0
CGI    20180403           14.6       4.7       9.6
CGI    20180404           15.0       5.9       9.1
CGI    20180405           14.0       4.3       9.3
CGI    20180406           15.1       3.1       9.1
CGI    20180407           18.5       4.6      11.9
CGI    20180408           20.2       9.7      14.4
CGI    20180409           18.4       7.9      13.1
CGI    20180410            9.9       3.5       7.2
CGI    20180411           14.5       2.8       9.4
CGI    20180412           15.5       6.4      11.0
CGI    20180413           16.4       5.6      11.2
CGI    20180414           17.8       7.4      12.8
CGI    20180415           18.8       7.8      13.9
CGI    20180416           18.4       9.4      14.0
CGI    20180417           20.7       7.1      15.0
CGI    20180418           21.4       8.5      16.1
CGI    20180419           23.9       9.2      17.1
CGI    20180420           24.9       9.9      17.6
CGI    20180421           25.1       9.5      17.8
CGI    20180422           25.2      11.0      18.0
CGI    20180423           21.4      10.4      15.8
CGI    20180424           22.3       8.1      15.2
CGI    20180425           23.6      11.0      17.4
CGI    20180426           17.8       8.8      13.7
CGI    20180427           22.0       7.5      14.9
CGI    20180428           20.3      12.2      16.5
CGI    20180429           19.9       8.5      14.7
CGI    20180430           16.3       7.6      11.2
CGI    20180501           12.9       7.5       9.9
CGI    20180502           14.6       6.7      11.2
CGI    20180503           14.2       9.8      12.5
CGI    20180504           19.0      13.3      16.4
CGI    20180505           22.7      13.2      18.1
CGI    20180506           24.4      11.2      18.9
CGI    20180507           23.6      11.3      17.9
CGI    20180508           23.0       9.4      16.6
CGI    20180509           19.3      11.8      14.7
CGI    20180510           15.0      10.6      12.8
CGI    20180511           20.1       6.4      14.4
CGI    20180512           22.2      10.5      16.7
CGI    20180513           13.6       7.4      10.1
CGI    20180514           15.1       6.9      10.6
CGI    20180515           15.1       8.3      11.0
CGI    20180516           14.4       6.8      10.9
CGI    20180517           19.4       7.0      13.9
CGI    20180518           21.0       9.2      15.2
CGI    20180519           20.0       8.7      14.8
CGI    20180520           18.3       7.8      14.0
CGI    20180521           22.8      10.2      16.5
CGI    20180522           23.4      11.5      17.0
CGI    20180523           18.4      11.6      15.2
CGI    20180524           23.9      10.3      17.3
CGI    20180525           25.0      12.1      19.0
CGI    20180526           24.6      13.7      19.5
CGI    20180527           25.6      13.2      18.8
CGI    20180528           23.6      13.0      18.0
CGI    20180529           22.4      14.4      17.9
CGI    20180530           23.8      11.9      17.1
CGI    20180531           21.2      11.7      15.9
CGI    20180601           23.2      10.9      17.5
CGI    20180602           24.5      11.9      18.8
CGI    20180603           25.1      14.1      19.4
CGI    20180604           24.7      13.9      17.9
CGI    20180605           25.0      15.0      19.3
CGI    20180606           22.5      14.2      18.3
CGI    20180607           24.0      15.8      19.1
CGI    20180608           23.9      15.4      18.6
CGI    20180609           25.4      14.6      19.9
CGI    20180610           26.3      15.0      21.3
CGI    20180611           21.5      15.9      18.8
CGI    20180612           22.1      14.6      17.4
CGI    20180613           16.6      13.1      15.1
CGI    20180614           21.1      11.7      16.5
CGI    20180615           23.8      13.4      18.7
CGI    20180616           24.8      11.8      19.7
CGI    20180617           25.2      17.1      20.0
CGI    20180618           25.0      15.3      20.1
CGI    20180619           27.3      14.6      21.7
CGI    20180620           28.9      15.6      22.9
CGI    20180621           29.8      17.1      23.2
CGI    20180622           23.0      13.5      18.1
CGI    20180623           22.8      11.9      17.7
CGI    20180624           22.2      14.4      17.6
CGI    20180625           24.3      12.7      19.4
CGI    20180626           26.7      15.4      21.5
CGI    20180627           25.9      15.1      21.7
CGI    20180628           24.6      17.4      20.5
CGI    20180629           25.4      15.8      20.4
CGI    20180630           29.5      15.1      22.6
CGI    20180701           30.7      17.1      24.6
CGI    20180702           31.0      17.8      24.9
CGI    20180703           26.6      16.9      20.6
CGI    20180704           29.4      15.4      22.3
CGI    20180705           24.4      15.4      18.8
CGI    20180706           22.3      15.0      17.9
CGI    20180707           26.8      13.9      21.4
CGI    20180708           27.6      16.5      23.0
CGI    20180709           27.9      17.5      23.0
CGI    20180710           26.4      14.9      20.9
CGI    20180711           24.2      13.2      19.1
CGI    20180712           25.4      12.5      20.1
CGI    20180713           28.8      13.6      21.9
CGI    20180714           28.3      16.7      22.2
CGI    20180715           28.0      14.1      19.7
CGI    20180716           28.1      12.9      21.0
CGI    20180717           27.5      17.8      22.8
CGI    20180718           28.6      15.6      23.1
CGI    20180719           29.6      17.3      23.8
CGI    20180720           29.7      16.4      20.7
CGI    20180721           23.1      15.3      19.0
CGI    20180722           25.8      14.5      20.9
CGI    20180723           27.9      17.4      23.4
CGI    20180724           30.0      16.9      23.8
CGI    20180725           30.7      17.7      24.0
CGI    20180726           33.1      16.0      25.1
CGI    20180727           31.8      17.3      24.6
CGI    20180728           23.1      17.1      20.2
CGI    20180729           28.7      15.6      21.8
CGI    20180730           32.1      16.7      24.7
CGI    20180731           32.5      18.6      25.7
CGI    20180801           32.3      19.7      24.5
CGI    20180802           31.0      18.0      25.0
CGI    20180803           32.3      21.0      27.2
CGI    20180804           32.9      20.3      25.7
CGI    20180805           33.9      19.4      26.9
CGI    20180806           33.1      16.7      24.6
CGI    20180807           30.0      16.6      23.3
CGI    20180808           30.7      18.6      24.5
CGI    20180809           21.6      16.7      19.4
CGI    20180810           24.5      14.8      19.7
CGI    20180811           24.9      12.7      19.5
CGI    20180812           29.2      12.7      21.2
CGI    20180813           23.9      16.3      20.3
CGI    20180814           23.0      16.0      19.0
CGI    20180815           26.1      13.5      20.7
CGI    20180816           28.0      14.3      21.4
CGI    20180817           26.2      16.1      20.6
CGI    20180818           25.8      15.8      21.1
CGI    20180819           28.0      16.3      22.5
CGI    20180820           29.3      16.8      23.5
CGI    20180821           28.9      17.3      23.1
CGI    20180822           30.4      16.6      22.9
CGI    20180823           30.1      16.5      23.2
CGI    20180824           24.6      15.6      20.5
CGI    20180825           17.9      11.7      15.1
CGI    20180826           20.2       9.9      15.0
CGI    20180827           25.8       9.3      18.2
CGI    20180828           27.8      14.2      20.4
CGI    20180829           27.0      16.3      21.0
CGI    20180830           21.3      15.9      18.3
CGI    20180831           20.9      13.3      17.0
CGI    20180901           20.0      11.9      15.9
CGI    20180902           20.9      13.6      16.5
CGI    20180903           20.4      12.9      16.8
CGI    20180904           24.3      10.7      17.9
